ficaremos	to become/ to get/ to end up
aparecem	to appear
encontrar-se
plataforma	platform (raised structure)
fogueira	bonfire (pile of burning wood)
desligado	to hang up
apanho	to collect/ gather
divirtam-se
burke
extraterrestres	extraterrestrial/ not of the Earth
april
gravidez	pregnancy
procurava	to search/ to seek/ to look for
parva	small meal in the morning of a working day/ before or after the…
diane
disparo	shot
comentários	comment/ observation/ remark
tráfico	traffic (commercial transportation or exchange of goods)
certifica-te
joan
judy
ansiosa	anxious
poema	poem (literary piece written in verse)
oposto	to oppose/ to be against
praga	Prague (the capital city of the Czech Republic/ the former capital…
investimento	investment (act of investing)
espiritual	spiritual
matrícula	enrolment (act of enrolling or state of being enrolled)
bênção	benediction/ blessing
obcecado	to blind (from facts/ from the truth)
hmm	erm (expression of uncertainty)
específico	specific
disse-lhes
enviei	to send
associação	associating
bauer
cúmplice	cooperator (one who cooperates/ aids)
deixe-o
reduzir	to reduce/ cut/ shorten
falem	to speak/ to talk (to say words out loud)
utilizar	to use/ employ/ apply
whisky	alternative form of uísque
mata-o
dezembro	December
haviam	there be/ exist
abelhas	bee (insect)
pátio	courtyard (an area/ open to the sky/ partially or wholly…
prometo-te
parceira	partner/ sidekick
embaraçoso	embarrassing (causing embarrassment)
começaste	to start/ to begin/ to commence
deixa-nos
urgências	urgency
ocidental	west/ western (of/ facing/ situated in/ or related to the west)
boyd
margem	bank (edge of river or lake)
louise
toalha	towel (cloth used for drying something wet)
crane
conforto	to comfort
encontrar-te
apertado	to tighten
lembraste	to remember
modelos	model (representation of a physical object)
acorde	to awake/ to wake up (to stop sleeping)
bolachas	biscuit/ cookie/ cracker
actriz	pre-reform spelling (used until 1943 in Brazil and 1990 in…
mata-me
misterioso	mysterious
sid
lavandaria	launderette/ laundromat
pretendo	to want
santos	holy/ sacred
doloroso	painful (causing pain)
ácido	acid (any of various substances which react with bases to form salts)
sigam-me
cresce	inflection of crescer:
compensar	to pay/ pay off/ be worthwhile or profitable
imagine	inflection of imaginar:
encantadora	charming (pleasant/ charismatic/ beautiful)
curva	curved/ bent
comido	to eat
estátua	statue (three-dimensional work of art)
lawrence
fox
sugestão	suggestion (act or effect of suggesting)
presas	arrested/ imprisoned (having been taken into legal custody)
sotaque	accent (the manner of speaking or pronouncing peculiar to a community)
vivas	to live/ to have life
tess
vendido	to sell
proteger-te
g	The seventh letter of the Portuguese alphabet/ written in the…
tomas	to take (to get something into one’s possession or control)
beba	to drink (something)
relacionado	to relate
mick
deixando	to leave/ to exit (to go out of or away from a place)
morgue	morgue
disseres	to say
envia	to send
brutal	brutal/ brutish
pensaram	to think (communicate to oneself in one’s mind)
spock
verás	to see/ to observe (to perceive with one’s eyes)
interferir	to interfere (to get involved or involve oneself/ causing disturbance)
regressou	to return/ revert/ regress
decerto	certainly
tentámos	to try/ go for/ attempt
reclamar	to complain
garantia	to guarantee
águia	eagle (any of several large carnivorous birds in the family…
trevor
começas	to start/ to begin/ to commence
parentes	relative (someone in the same family/ someone connected by blood/…
acreditem	to believe (to accept that someone is telling the truth)
objectos	pre-reform spelling (used until 1943 in Brazil and 1990 in…
pretos	black/ black in colour
jen
sonny
my	obsolete form of mim
quietos	quiet (with little or no sound)
cam	Ham (son of Noah)
preencher	to fill out/ as a form
impulso	thrust (force due to propulsion)
finn
caí	to fall/ to fall down/ to drop
lanterna	flashlight (battery-powered hand-held lightsource)
baker
supostamente	allegedly
mortais	susceptible to death/ mortal
basquetebol	basketball (the sport)
macho	male (belonging or referring to the sex having the smaller gametes)
direto	in a straight line
chegará	to arrive (at)/ to reach (to conclude moving to a destination)
ter-se
contém	to contain/ hold/ carry
may
alegre	happy
v	The twenty-second letter of the Portuguese alphabet/ called vê and…
arrogante	arrogant
cuja	whose (of whom)
quisermos	to want/ to wish/ to desire
conquistar	to conquer
gémeos	Gemini (zodiac sign)
mama	breast/ bosom
helena	a female given name from Ancient Greek/ equivalent to English Helen
ligou-me
euros	euro (currency unit of the European Union)
beijos	kiss (touch with the lips)
confiante	confident (being very sure of or positive about something)
brincando	to play/ as in child's play or "playing around"
mansão	mansion
escudos	shield
destruída	to ruin/ devastate (proceed with the destruction of/ cause the…
ilhas	island
elefante	elephant (any mammal of the order Proboscidea)
clima	climate (long-term manifestations of weather)
prontas	ready/ finished
instituto	institute (organisation founded to promote a cause)
one
on
produzir	to produce/ to make (to cause to exist)
desperdício	waste/ wastage
harvard	Harvard (university in Cambridge)
pilotos	pilot/ helmsman
bolos	cake
pacífico	peaceful (inclined to peace/ peaceable)
rapazinho	boy/ young man/ lad/ youngster
exato	exact
nações	nation (group of people sharing aspects of language/ culture…
pirata	pirate (person who commits robbery at sea against other ships)
apareceram	to appear
menores	comparative degree of pequeno/ smaller
remover	to remove
estabelecer	to establish
garanto	to guarantee
dêem-me
esqueceu-se
trabalhado	to work (to do a specific task)
japonês	Japanese
sortudo	lucky
espécies	species
escuto	to listen to/ to hear (to perceive sound)
gota	drop (small mass of liquid)
apanhamos	to collect/ gather
liderar	to lead or head
falarmos	to speak/ to talk (to say words out loud)
surpresas	surprise (something not expected)
encontrar-nos
incapaz	incapable/ unable
macgyver
oxalá	hopefully (I hope that)
pato	duck (any aquatic bird of the family Anatidae)
allison
quarenta	forty
lutador	fighting
feiticeiro	sorcerer/ wizard
eterna	eternal
odiar	to hate/ to loathe
saberemos	to know
tira-me
riqueza	riches/ wealth (valuable material possessions)
aprende	to learn/ to acquire knowledge
senado	senate
detectives	pre-reform spelling (used until 1943 in Brazil and 1990 in…
necessária	necessary
leia	to read (to look at and interpret written information)
carruagem	carriage/ coach
batota	cheating (at cards etc)
discutimos	to discuss
solitária	solitary/ lone
pam
curtir	to tan (to change an animal hide into leather)
núcleo	nucleus (core/ central part of something)
conselheiro	advisory
lord
comeces	to start/ to begin/ to commence
reed
concordou	to agree (to have the same opinion as)
chama-me
precisávamos	to need
beckett
análises	analysis
excepção	exception
cauda	tail (posterior appendage or feathers of some animals)
estariam	to be (indicates location in space)
murro	punch (strike with one’s fist)
actualmente	pre-reform spelling (used until 1943 in Brazil and 1990 in…
internos	internal/ interior/ inner (inside of something)
autor	author (originator or creator of a work)
amada	to love/ to have great affection for
colónia	colony (geographical area under the remote control of a country)
bati	first-person singular preterite indicative of bater
brilhantes	brilliant
libertação	release/ liberation
merlin	Merlin (wizard who helped Arthur)
bandido	bandit/ thug/ criminal/ outlaw (person who engages in unlawful…
gaja	female equivalent of gajo
prometeste	to promise (to commit to something or action/ to make an oath)
ilusão	illusion
conceito	concept
bacon	bacon (cured meat from the belly/ sides or back of a pig)
capacete	helmet (protective head covering)
gerações	generation (origination by some process/ formation)
músculos	muscle (contractile tissue)
escolheste	to choose
porter
engenharia	engineering
valioso	valuable
diamante	diamond
fundação	foundation (act of founding)
conhecidos	to know (be acquainted or familiar with)
carson
levará	to take (to move something to a destination)
errados	to err (make a mistake)
registado	European Portuguese standard form of registrar
quinto	fifth
wade
balcão	counter
levaste	second-person singular preterite indicative of levar
anunciar	to announce
tomado	to take (to get something into one’s possession or control)
informador	informer
independentemente	independently
colher	spoon (eating utensil)
promete-me
lucros	profit/ benefit
reabilitação	rehabilitation
outono	autumn
dirá	to say
pensão	pension
produtor	producer (individual or organization that creates goods and services)
lençóis	sheet
sócios	partner/ associate
seguiu	to follow (to go or come after in physical space)
alívio	the act of lightening (reducing the burden of)
respeitar	to respect/ look up to
robô	robot
líquido	fluid (substance that flows freely)
haley
safar	to pull out
ver-nos
prepara	to prepare/ to get ready (to make ready for a specific future purpose)
teresa	a female given name/ equivalent to English Teresa
levá-los
planetas	planet
desconto	to discount
tratou	to treat (to handle/ deal with or behave towards in a specific way)
métodos	method
vadia	feminine of vadio
soltar	to release/ to let go
ex-mulher
tubarões	shark (fish of the superorder Selachimorpha)
freddy
aquecimento	heating (a system that raises the temperature of a room or building)
interno	to put inside
tentem	to try/ go for/ attempt
considerando	to consider
perito	expert (extraordinarily capable or knowledgeable)
graham
duncan
amantes	loving (affectionate)
brennan
avery
isaac
covarde	alternative form of covarde
cicatriz	scar
sentar-me
chávena	cup (especially a teacup)
debate	debate
construiu	to build
admite	to admit/ accept
voa	to fly
gaveta	drawer (open-topped box in a cabinet used for storing)
lloyd
modos	mode/ way/ method (method or manner of doing something)
troy
sue	inflection of suar:
houston	Houston (a large city/ the county seat of Harris County/ Texas/…
brevemente	briefly/ concisely.
quadros	painting/ picture
ciclo	a series of repeating events
manhãs	morning
julgas	to judge/ to sentence (sit in judgment on/ pass sentence on)
lavagem	washing/ rinsing
gesto	gesture
essencial	essential
probabilidades	plural of probabilidade
juan
promete	to promise (to commit to something or action/ to make an oath)
colo	lap (upper legs of a seated person)
atrasar	to delay
passando	to pass/ to pass by (to move past)
mude	to change (to become or cause to become something different)
fôssemos	to go (to move to a destination)
avança	inflection of avançar:
palmas	Palmas (a municipality/ the state capital of Tocantins/ Brazil)
coberto	to cover (conceal or protect)
interessantes	interesting (arousing or holding someone’s interest)
barata	cheap/ inexpensive (low in price)
eléctrica	pre-reform spelling (used until 1990) of elétrico/ still used…
engenheiro	engineer (person qualified or professionally engaged in engineering)
lembram-se	to remember
significar	to mean (to have a particular meaning)
trancada	to lock/ latch
ares	are (unit of area)
inferior	inferior
